"1","596","6323","データ抽出","","得意先を横断的に取引データを分析に利用したい。
（動向や次の仕掛け用）
・手法
　期間で抽出　○年●月～△年▲月
　－Ｅｘｃｅｌに出力したい。視覚的に見たい。
・例
　－総売上合計に対する　得意先比率
　－先発後発比率
　－薬効分類集計（MEDICODEのJANに紐づくデータ）
　－単価、メーカー、経年比較
　－ロイヤルカスタマー情報
　－卸のシェア率　－＞　シュミレーション","Q１．データを抽出したいだけ！？
Q２．指定期間内の統計分析はExcelで実施でしょうか？

◇左記の例にあるような具体的な名称で、抽出条件や表示したい表やグラフを細かく指示して頂ければ、画面や帳票への出力（グラフ、表）、CSVへの出力するプログラムを開発出来ると思います。

1/26：簡易（DB検索）な抽出条件SQLを登録したが、様子見状態。","課題","","","","","","","2016-01-21 00:00:00","","2016-01-26 00:00:00","NJC)柏尾様経由","","","","","","","","","","",""
"1","597","6330","請求書発行","","鑑一覧画面で鑑を追加し、明細画面を開こうとすると不具合発生しダウンする。","鑑を追加した時のチェックボックスの初期値がセットされていなかったため、ＮＵＬＬ参照でエラーとなっていた。
初期値をセットするように修正しました。","障害","","","","","","","2016-01-21 00:00:00","","2016-01-21 00:00:00","B2)打越","B2)打越","","","","","","","","","",""
"1","598","6340","請求書発行","","先発・後発の集計金額を印字（表示）させたい。
　請求書／明細","具体的に、どの帳票のどの部分を、どのように変更するのかが忘れてしまいました。
確認が必要！(希望納期も確認したいです。）
2/22: 課題№6341の処置内容に同じ","要望","中止","","","","","","2016-01-26 00:00:00","","2016-02-22 00:00:00","","","","","","","","","","","",""
"1","599","6341","請求書発行","","上記関連
・サイトマスタに先発用、後発用のプロ数を設ける。
・仕切価マスタの生成時、先発・後発のそれぞれのプロ数を見て生成するように変更する。
・請求書発行精算値引きでは、サイトマスタからそれぞれのプロ数を引用するように変更する。","2/22
・先発薬口座への後発薬混入（またはその逆）の検出の仕組み導入
→現状、混入リスクがある病院は旭山、新札幌豊和会病院2病院のみ
　「F3」検索ボタンの機能で点検可能なので、特別な仕組みづくりは今はいらない。","要望","中止","","","","","","2016-01-26 00:00:00","","2016-02-22 00:00:00","","","","","","","","","","","",""
"1","601","6351","","","・精算値引き鏡画面から明細へ画面遷移するためのキー設定
　「F8」キーを押すと明細が見れるようにしてほしい。","参照Onlyとしての機能として組み込ませて頂きます。","要望","","","","","","","2016-02-22 00:00:00","","2016-02-29 00:00:00","LM)谷","B2)打越","","保守","","","","","","","",""
"1","602","6360","","","・病院ごとの鏡画面において、
　「後発品の比率」、「シェア率」を「HPプロ数」の右横に表示したい。","項目表示位置を移動します。","要望","","","","","","","2016-02-22 00:00:00","","2016-02-29 00:00:00","LM)谷","B2)打越","","保守","","","","","","","",""
"1","603","6361","","","・HPプロ数、LMプロ数の数式設定が間違っている可能性あり、修正してほしい。
　（販売金額、薬価金額）（卸発伝金額、薬価金額）
　※津山第一セイエルのHPプロ数が13.26%にならないとおかしい。","CSV出力したデータを集計し、プロ数を算出されたとのことですが、算出の際に薬価０円のものの売上額も集計していたため、算出値に誤差が生じたようです。
＊結果、勘違いということになりました。","質問","","","","","","","2016-02-22 00:00:00","","2016-02-29 00:00:00","LM)谷","B2)打越","","保守","","","","","","","",""
"1","604","6370","","","・期間集計、お買上集計の集計方法
　①集計に当たり現在卸由来の商品名を引っ張って表示しているが、
　　薬価あり品目はメディコードマスタの商品名を引っ張って表示してほしい。

　②仕入先区分がない集計がしたい
　　（卸ごとの分類なしに、特定病院における特定品目の使用数を集計できるようにしたい。
　　現在は、同一品目を複数卸から仕入れた場合、集計上は卸ごとに行が分かれて集計される方式しかない。

　③口座区分がない集計がしたい）
　　（取引口座ごとの分類なしに、特定病院における特定品目の使用数を集計できるようにしたい。
　　現在は、同一品目を複数口座から仕入れた場合、集計上は口座ごとに行が分かれて集計される方式しかない。）

　④お買上集計の単価、金額並び替えの「昇順」を「降順」に変更

　※期間集計、お買上集計の条件設定（できること）を揃えたい。
","2/29　④については対処。
①～③については、複雑になるので、少々、時間を必要とします。","要望","","","","","","","2016-02-22 00:00:00","","2016-03-10 00:00:00","LM)谷","B2)打越","","有償","","","","","","","",""
"1","605","6380","","","[持ち越し事項〔LM側の宿題〕]
・各マスタ画面の必要箇所に、登録（採番）ルールのメモを表示させたい。
　－メモ表示のイメージ合わせは終了
　〔表示したいメモ内容を検討し決定しておく〕","","メモ","","","","","","","2016-02-22 00:00:00","","","","","","","","","","","","","",""
"1","606","6381","","","[持ち越し事項〔LM側の宿題〕]
・自動引落の管理（支払依頼書等への反映を意図）
　－仕入先別拠点情報マスタ中で自動引落を管理しようとしても無理
　　（例：東札幌スズケン、医材は自動引落、薬剤は振込送金）
","","メモ","","","","","","","2016-02-22 00:00:00","","","","","","","","","","","","","",""
